track,artist,seeds,spotify_id,genre,acousticness,danceability,energy,liveness,loudness,tempo,valence
Damn I Wish I Was Your Lover,Sophie B. Hawkins,"['sensual', 'sexy']",7kmfQ2QHwGqRCxVHDv5mzo,pop,0.22,0.546,0.781,0.363,-9.439,95.032,0.539
Confide in Me,Kylie Minogue,"['sensual', 'sexy']",0uA0CHqlgV2mU5V0EkplcG,pop,0.0349,0.571,0.737,0.0777,-6.83,102.857,0.542
Say Goodbye,Norah Jones,"['sensual', 'sexy', 'elegant', 'refined', 'driving']",42LiXH0szsrH0JXFXkyuD9,jazz,0.153,0.769,0.526,0.104,-8.759,90.027,0.641
Intro,Keri Hilson,"['sensual', 'sexy']",1xWkOUvdlewBmFngibQsp2,pop,0.614,0.632,0.533,0.548,-6.918,78.57,0.631
I Wouldn't Need You,Norah Jones,"['sensual', 'sexy']",3QQp605HhNi3W72eizNtxZ,jazz,0.761,0.638,0.407,0.126,-11.3,109.38,0.285
I Just Don’t Know What To Do With Myself,The White Stripes,['sensual'],3oJRqdtk5Xc6mX5AdfUXgx,rock,0.659,0.376,0.721,0.113,-8.232,94.947,0.36
Chocolate,Kylie Minogue,['sensual'],5oEOcAGwYHKu1Awbm6Whj5,pop,0.00552,0.646,0.751,0.292,-6.964,93.008,0.511
Undressed,Kim Cesarion,['sensual'],0ERBV06FfrPFGFVlvfjDuR,pop,0.156,0.812,0.853,0.309,-3.517,119.942,0.646
Vancouver,Jeff Buckley,['sensual'],3EpttYJLCx0QCqDDhr1aPR,rock,0.0536,0.494,0.82,0.0978,-6.18,127.195,0.507
Stuck,Norah Jones,['sensual'],3K1BJQiwmecHfKRmJiPrJs,jazz,0.0961,0.39,0.466,0.101,-9.358,143.718,0.396
Believe In Me,Lenny Kravitz,['sensual'],7aJjhQlplwtUS7emsLIEWC,rock,0.00243,0.73,0.65,0.0445,-8.142,120.038,0.748
Sensitized,Kylie Minogue,['sensual'],5xj8gmEaqxoiZYD2Hu5XeT,pop,0.078,0.598,0.943,0.0942,-5.185,96.54,0.548
History,Thirteen Senses,['sensual'],1hIOXEYbvSz0XbTp7LiJsE,indie,0.934,0.53,0.24,0.127,-10.606,131.021,0.125
Antes de las Seis,Shakira,"['sensual', 'sentimental']",5J5uyhoBZxJwmjy2Zg6DgF,pop,0.457,0.75,0.46,0.0996,-7.932,130.078,0.201
Giddy Stratospheres,The Long Blondes,['sensual'],34YVqIBDxEpo1rVk5uA0Ea,indie,0.00239,0.595,0.853,0.214,-5.045,137.703,0.668
Amplifiers,Atlas Sound,['sensual'],5I86XpcPGMliGCWe9aQK82,indie,0.7,0.53,0.414,0.11,-14.776,107.786,0.53
Use Me,Miguel,"['sensual', 'smooth']",3YA7i7hvNDDplDT79NWLUr,chill,0.0532,0.432,0.867,0.247,-6.809,79.995,0.54
Love's Been Good To Me,Frank Sinatra,['sensual'],20dyFIpzzc649Aku3PfXwO,jazz,0.768,0.426,0.166,0.181,-17.243,108.566,0.307
Sex and Candy,Maroon 5,['sensual'],0beCjUwOTRNatg7CYf4GS8,rock,0.322,0.805,0.38,0.0629,-9.713,133.926,0.653
Sweet the Sting,Tori Amos,['sensual'],6TLnXqqZPQeIPWmKnYSxiY,alternative,0.498,0.672,0.463,0.0907,-8.247,90.01,0.531
Adult Goth,Gang Gang Dance,['sensual'],1NV1OONYXmOJPfg78CzoCw,indie,0.0015,0.388,0.932,0.834,-6.06,161.951,0.501
No More Words,Anna Calvi,['sensual'],26zkmF12NR0aXZiNbziIFt,rock,0.448,0.572,0.416,0.28,-9.868,108.036,0.152
Dancing In The Dark,Diana Krall,['sensual'],7rdxXGFRW2gyfbZL9qmpTs,jazz,0.419,0.55,0.339,0.112,-15.477,109.218,0.482
VIP,Jamie Foxx,"['sensual', 'smooth']",1tw4Wv5nUbhXupoNWUE5zE,chill,0.0101,0.686,0.702,0.131,-5.971,139.941,0.753
The Fox,Nada Surf,['sensual'],3cBcNkJL2nnajAUmrXgU0D,indie,0.00846,0.579,0.871,0.099,-6.866,150.569,0.765
Ray Gun,The Bird and the Bee,['sensual'],5tkZLUjsGTbyGTkAb9FcBs,indie,0.596,0.498,0.515,0.122,-9.78,169.924,0.358
Theme No. 1,Balmorhea,['sensual'],3l9rm598MwviR1Rv3PqHAN,piano,0.994,0.38,0.0737,0.103,-16.975,118.321,0.0382
Egypt,Kate Bush,['sensual'],0d41etv3lAM5LB7kaXujpg,alternative,0.448,0.401,0.274,0.185,-14.485,133.549,0.181
Angry Johnny,Poe,['sensual'],2QXnHYY76rlDChiwfmoPg5,alternative,0.665,0.546,0.495,0.143,-11.116,176.942,0.616
The Beautiful Ones,Prince & The Revolution,['sensual'],1BNtFSws7fjbn9aVBPA79j,pop,0.0923,0.548,0.414,0.0809,-12.074,143.407,0.514
If We Were,Belinda,['sensual'],0r9rwmEaK1QVKAdPQWIHT4,pop,0.00202,0.554,0.945,0.124,-3.258,127.018,0.588
Body and Soul,Tori Amos,"['sensual', 'energetic']",2lQmatyA0aWBTOIzIzBaxL,alternative,0.0519,0.618,0.667,0.262,-7.585,112.441,0.762
Not Enough Time,INXS,['sensual'],4nwgKaHg9TJahiSSmt3X1x,rock,0.0447,0.668,0.727,0.45,-5.679,96.006,0.287
Dienda,Sting,['sensual'],2CBAETjNtq5oFJGhSO6Zfb,jazz,0.578,0.314,0.206,0.234,-15.14,80.135,0.103
Tell Me All About It,Natalie Cole,['sensual'],5wDWTSRy6BDzBTtycjhbvq,jazz,0.714,0.665,0.266,0.112,-10.636,132.124,0.418
Close Your Eyes,Lily Allen,"['sensual', 'smooth']",34sDORmUoRqa4gO9awaryf,pop,0.473,0.713,0.662,0.14,-6.766,87,0.659
Perfect Love... Gone Wrong,Sting,['sensual'],7rVW5PGA7fKq0J6WpErqay,jazz,0.0819,0.764,0.56,0.112,-8.343,88.968,0.479
Little Girl's Eyes,Lenny Kravitz,['sensual'],3JvKhMWM71THA9WIX6x8o6,rock,7.49E-05,0.551,0.449,0.0836,-7.956,119.03,0.131
'Round Midnight,Amy Winehouse,['sensual'],3JpHeT83VlL2sYNvvciNGw,jazz,0.0144,0.48,0.803,0.12,-7.232,182.071,0.625
Eyes on Me,Céline Dion,['sensual'],3VF8dEMtvjCmuXCX00OYjh,pop,0.173,0.563,0.789,0.0958,-4.552,179.874,0.732
Tremel,Glasser,"['sensual', 'serious', 'spacey', 'energetic', 'quirky']",6A82TuoFhpEU8wLkzFoiRX,indie,0.0824,0.583,0.501,0.106,-15.071,120.006,0.322
"Never, Never Gonna Give You Up",Lisa Stansfield,"['sensual', 'smooth']",1YwM86VfyDhJv5obDMMjp5,pop,0.0668,0.54,0.82,0.558,-6.215,84.716,0.698
Sleep,Garbage,['sensual'],0wWGtUG2fAmL0YgiTQqstU,rock,0.00749,0.541,0.964,0.189,-6.671,128.946,0.555
Riviera Paradise,Stevie Ray Vaughan and Double Trouble,"['sensual', 'smooth']",2FO2Z7K49PcfQVs6Mghrqp,blues,0.753,0.445,0.287,0.253,-15.663,56.417,0.197
"Bump, Bump, Bump",B2K,['sensual'],74jMwg2zsFMICzW3Wems6h,hip-hop,0.0956,0.833,0.681,0.0414,-6.028,95.48,0.887
Monkey,Robert Plant,"['sensual', 'hypnotic']",4uL2oW0OLVngUN7Enm6tYJ,rock,0.00262,0.534,0.723,0.128,-8.188,104.407,0.364
Speak Your Heart,Lizz Wright,"['sensual', 'soft']",0Fpzme3KEtRUYBz3EXbKml,jazz,0.852,0.279,0.191,0.124,-12.673,162.027,0.156
Night And Day,Everything But the Girl,['sensual'],3OF9rTCYjLEplmYMynYvHG,jazz,0.976,0.517,0.12,0.1,-21.835,150.436,0.2
In My Pocket,Mandy Moore,['sensual'],19MsMKqidf4Iufr9gyu996,pop,0.0161,0.688,0.945,0.223,-3.749,109.022,0.833
Goodbye Forever,My Brightest Diamond,['sensual'],2KPhEAGINCP8VO5tAFCRyc,alternative,0.964,0.217,0.102,0.0961,-18.833,90.357,0.038
Come to Me,Mark Lanegan,['sensual'],6tFy9UdWjxkEU51d0AaxPp,rock,0.281,0.533,0.354,0.121,-12.355,140.005,0.0564
So In Love With You,Texas,"['sensual', 'soft']",6qdLg47icfY1eK1MVTcLkP,pop,0.16,0.191,0.625,0.12,-7.075,150.155,0.342
Inseparable,Natalie Cole,['sensual'],0lN3CCQxTSg8hxFHKhuL0B,jazz,0.75,0.437,0.186,0.102,-14.494,129.046,0.222
Fever (Adam Freeland Remix),Sarah Vaughan,['sensual'],0LGYq4NOrHS89tfLKovEWL,jazz,0.0058,0.653,0.879,0.0971,-7.669,128.022,0.701
Bo's Veranda,Morphine,['sensual'],4NACC5KVdqeEggJYpybfdd,soundtrack,0.106,0.465,0.454,0.0948,-14.295,174.354,0.552
The Beautiful Ones,Poets of the Fall,['sensual'],71D4J8AC7HiMnNPqHP0Mcy,rock,0.853,0.643,0.243,0.0942,-14.238,117.089,0.326
Remember Me (Abstract/Reality),CunninLynguists,['sensual'],6SrDX4D1oRaSA3Ldow12d1,hip-hop,0.358,0.588,0.611,0.0999,-7.781,89.982,0.349
Love Is Found,Sade,['sensual'],5Mxq7vByHJGcKLsSb85J8G,jazz,0.0334,0.76,0.396,0.109,-8.969,89.973,0.0394
Someday When I Stop Loving You,Carrie Underwood,['sensual'],0FvYbfE2siVMEoXM8j0p5u,country,0.745,0.545,0.401,0.107,-5.606,127.79,0.197
In A Mellow Tone,Ella Fitzgerald,"['sensual', 'soft']",6PtMY654POS9nizEBvrdPD,jazz,0.763,0.618,0.125,0.0976,-16.878,106.739,0.507
After Dark,Kylie Minogue,['sensual'],4iJmSELVLRNRrdpsR13wZ7,pop,0.162,0.847,0.403,0.0712,-8.268,101.037,0.85
Trudno mi sie przyznac,Ania,['sensual'],5PBpq3I86As4bdxV4kyhDJ,soundtrack,0.808,0.657,0.532,0.0817,-8.438,134.558,0.349
Heart Full of Holes,Mark Knopfler,['sensual'],6NVxpID41NmWMMrel9Juar,rock,0.918,0.597,0.341,0.108,-10.578,142.506,0.395
I See Red,Uh Huh Her,['sensual'],5EnUY6G1Y6dkVif3DhHR3d,indie,0.499,0.458,0.834,0.0908,-5.843,145.927,0.278
Eat The Music,Kate Bush,"['sensual', 'quirky']",3GAWJK8KNiZu3nyddSmp3C,alternative,0.00403,0.595,0.735,0.046,-12.294,128.177,0.468
Electric Bear,The Notwist,"['sensual', 'trippy']",09qmUpwojpfUn3xzDCcFxb,indie,0.503,0.605,0.568,0.0905,-12.011,194.116,0.181
No Other,Gene Clark,['sensual'],5neFHiejZX5OmTD5ZtJexC,pop,0.42,0.468,0.617,0.137,-13.997,96.878,0.554
Caught By The Light,The Boxer Rebellion,['sensual'],1W8y3BtgrrlPcOwQlzh2gy,rock,0.663,0.305,0.396,0.108,-11.613,114.936,0.283
Passive/Aggressive,Fun Lovin' Criminals,['sensual'],1qOCTzaIQCjDGYLsqKu18T,hip-hop,0.000553,0.684,0.692,0.232,-6.525,87.841,0.373
Good Times (Sick Pimpin'),Atmosphere,['sensual'],3C200KeMFatFeBqLG6pf0H,hip-hop,0.221,0.734,0.632,0.307,-4.109,84.93,0.447
Cars and Trains,George Michael,['sensual'],4MBi4GO44Y7Gl3bINIgDS1,pop,0.0617,0.847,0.51,0.0933,-6.956,110.003,0.565
Cross My Heart,Everything But the Girl,"['sensual', 'quiet']",5ZGpwVi4VNmZYb7VDTyrAI,pop,0.148,0.526,0.651,0.0587,-5.528,96.117,0.332
Someone Like You,Dina Carroll,['sensual'],0S4imq1CWC8wPxIBCSG2YY,jazz,0.771,0.606,0.515,0.106,-8.965,138.01,0.284
Babydoll,Mariah Carey,['sensual'],2Me3nF2ee0DCQ0MXuMxaGj,pop,0.0749,0.773,0.414,0.0591,-7.541,125.879,0.461
Never Enough,Belinda,['sensual'],0msAXdHfXOUMzlgj05pokM,pop,0.205,0.761,0.779,0.139,-5.52,117.049,0.808
Yeah I Know,Ciara,"['sensual', 'energetic']",7bluJX8mlIGJknqWB6ma53,pop,0.00701,0.77,0.348,0.117,-9.052,94.998,0.23
Submariner,Koru,['sensual'],2QrzsL7X9nZuRwZD1jTgRW,jazz,0.234,0.67,0.613,0.112,-6.55,60.999,0.339
I Still Believe In You,Vince Gill,['sensual'],4mSETOGtJGzA6qkxee3yMc,country,0.773,0.579,0.285,0.113,-11.489,135.45,0.232
"Ojos Claros, Labios Rosas",Ely Guerra,"['sensual', 'spicy']",34tCEtUZP9JaPZ6KqFUHvh,rock,0.00507,0.696,0.52,0.295,-8.043,124.015,0.727
You Might Say,Bugge Wesseltoft,['sensual'],3PildhaquXx0YNtEywZQhE,jazz,0.531,0.646,0.225,0.104,-16.567,131.911,0.0612
Show Me Love,Rakim,['sensual'],13F374EUnnirDUrLCva1Ym,hip-hop,0.589,0.753,0.581,0.0884,-7.385,88.877,0.823
End Title,Thomas Newman,['sensual'],5qWFRThiYrdNTFAkvGnlwc,soundtrack,0.729,0.131,0.103,0.107,-22.175,75.637,0.039
Bossy,Lindsay Lohan,['sensual'],0EuXDZQb87zooG5IPNpl18,pop,0.0451,0.721,0.809,0.079,-5.18,123.025,0.611
Born To Be Bad,The Runaways,"['sensual', 'exuberant']",1BFsZ5rgrgFQbKgmxXKgHj,rock,0.433,0.34,0.661,0.134,-6.437,142.909,0.463
Pony,Annette Peacock,"['sensual', 'trippy']",3Cioq9gEBcdBZi6SAIfR8l,jazz,0.213,0.682,0.43,0.0901,-10.946,134.496,0.628
2 Hearts,Sugababes,['sensual'],7CXmsBANGvRgrrhBnGlRNd,pop,0.119,0.335,0.691,0.202,-4.989,89.6,0.227
You Love Me,Kimya Dawson,['sensual'],4BqIT4j2xzROrC9dMlgXPT,indie,0.72,0.619,0.424,0.108,-12.752,112.576,0.381
'Round Midnight,Esbjörn Svensson Trio,['sensual'],3Q1m89o9iVTjGr48qoFHdV,piano,0.92,0.482,0.0291,0.0901,-23.34,103.935,0.106
Accidentally,Owen,"['sensual', 'bittersweet']",6icThqW7th8seTaU4A4IMG,chill,0.587,0.42,0.19,0.127,-14.758,170.106,0.0392
Soaring,Shigeto,['sensual'],2vzkIQzz160t9n6D52cHHm,chill,0.125,0.628,0.852,0.0941,-7.39,110.017,0.456
Ugly Sunday,Mark Lanegan,['sensual'],2XFHzOl5DQ6aTPHOfabupB,blues,0.0789,0.518,0.675,0.257,-8.411,106.6,0.549
Please Don't Go Girl,New Kids on the Block,"['sensual', 'sentimental']",3uWDev1JIiPQgH6FRX5HyM,pop,0.187,0.661,0.598,0.0605,-6.967,151.538,0.653
Secretly,Jennifer Lopez,['sensual'],55KiH7trhaYSrS2HNtDVr0,pop,0.803,0.711,0.196,0.0724,-11.585,125.131,0.272
A Little More Love,Olivia Newton-John,['sensual'],2g5egJm0qwJPKgpblzIHlI,pop,0.0294,0.717,0.414,0.0864,-14.855,100.178,0.495
Blindfold Me,Kelis,"['sensual', 'sexual']",5ZtUN0acReCVCV5kbtniFk,hip-hop,0.106,0.878,0.752,0.0964,-6.728,98.991,0.622
Bossa Nova,Shivaree,"['sensual', 'driving']",6fCj3dxOoWVsD6BB99TtnM,indie,0.0915,0.758,0.576,0.0728,-9.266,103.036,0.544
Best Dress,Damien Jurado,['sensual'],2zDrRtJ6g7qfdINTpTTPUv,indie,0.142,0.659,0.291,0.0924,-9.371,61.508,0.305
bang bang,Ania,['sensual'],0aD9EKJWXMFLsBfnpbs4Mn,pop,0.354,0.38,0.525,0.121,-7.938,173.297,0.299
On Top Of Me,Tyrese,['sensual'],4w23Ck9I6urmIKGsY64C7M,pop,0.0589,0.705,0.437,0.0647,-11.234,114.823,0.316
Suffocate Me,Angelfish,['sensual'],6JPWYddXB3w3Wd29qAY6nM,rock,0.00011,0.444,0.764,0.347,-7.549,120.097,0.512
When Joanna Loved Me,Scott Walker,['sensual'],2ieltgxwiR7h8IouOeO9z4,pop,0.843,0.203,0.15,0.234,-19.6,135.441,0.122
Anytime,Ray J,['sensual'],1EMEH7AzYDsT6pvTuVlVFQ,hip-hop,0.105,0.634,0.637,0.259,-7.74,118.035,0.564
Exit Music (For A Film),Christopher O'Riley,['sensual'],5DfMtzZpEZ6DbZVhg3eUhi,piano,0.995,0.229,0.00482,0.0883,-30.576,69.302,0.0575
Dixon's Girl,Dessa,['sensual'],5MkqxjZml274CGWlPgnxFx,hip-hop,0.391,0.491,0.445,0.136,-9.067,64.972,0.3
The Pirate's Bride,Sting,['sensual'],3SPNmaYw9ZzZyP9nfRjSAk,pop,0.763,0.251,0.135,0.0635,-17.249,74.455,0.124
How You Just Gonna,Marques Houston,['sensual'],4xKdTWktYxfWIMhJsfs3ua,pop,0.0573,0.77,0.62,0.0667,-6.81,94.991,0.448
Favour Of The Season,Peter Bjorn and John,['sensual'],7vJXEjNyUINfbmHpnt2UVg,indie,0.307,0.482,0.333,0.127,-12.756,82.727,0.235
Shooting Gallery,Mark Lanegan,['sensual'],6zskeQtI6ZCcDBAnCwXgaE,alternative,0.474,0.543,0.51,0.135,-11.825,111.827,0.208
Planet,The Sugarcubes,['sensual'],4VrqHFQflt7ojeH6vLxX9v,alternative,0.00266,0.43,0.63,0.0845,-10.971,159.979,0.609
Windswept,Bryan Ferry,['sensual'],4KU3A3VlCDwPJVxLz3WM3z,rock,0.317,0.636,0.733,0.584,-7.602,153.987,0.821
Touch,Seal,['sensual'],6rmbd8M70hmkUiHk0EMJLx,pop,0.166,0.329,0.505,0.0929,-9.17,82.276,0.464
Caroline,Concrete Blonde,['sensual'],2m0Y2bU0aDj3ctdYCDEiH2,alternative,0.00091,0.538,0.856,0.35,-5.718,136.287,0.29
One Last Dance,Craig David,['sensual'],2w2YnxDVDaHm7XGEEHG3jZ,pop,0.338,0.492,0.486,0.216,-7.876,77.989,0.339
When We Oooo,Janet Jackson,['sensual'],5HjSdCwwXJNxDtRrl0Ubxs,pop,0.454,0.784,0.71,0.076,-6.178,105.031,0.732
All We Do,Trey Songz,['sensual'],2yZKtBfdFdvcfjtAbSIsRb,hip-hop,0.315,0.673,0.492,0.131,-8.777,116.913,0.336
Dick's Slow Song,Tindersticks,"['sensual', 'tender']",0ZdZ7wyoXZSaId8plDa4Wh,indie,0.84,0.474,0.247,0.13,-18.506,186.492,0.277
Piece Of My Heart,Beverley Knight,['sensual'],5uRubGjrpEqkPGCMxfCIkf,pop,0.0774,0.553,0.732,0.105,-5.505,79.452,0.836
Hurry Up,Tyrese,['sensual'],7Guf5uHB48OmoX7h3x91vB,hip-hop,0.696,0.668,0.585,0.349,-7.986,78.023,0.691
Sophisticated Lady,Ella Fitzgerald,['sensual'],5Gd6s2kDdEsHpOFPCNrSuG,jazz,0.952,0.47,0.0423,0.121,-20.223,61.928,0.147
Everybody Knows,Concrete Blonde,"['sensual', 'autumnal']",1ryN1lUyInxWIqAp0VoqLz,rock,0.451,0.375,0.717,0.104,-6.616,82.512,0.224
China Love,Janet Jackson,['sensual'],421H8yRlOCumw1VwJRffDO,pop,0.218,0.664,0.786,0.141,-7.167,166.007,0.563
Muscles,Diana Ross,['sensual'],45a2uakbDbXOizyjyLv7dN,pop,0.267,0.7,0.387,0.307,-12.577,82.436,0.31
Free,Haley Reinhart,['sensual'],6BMT8eHcYBF5J2LFI7Qr8U,pop,0.955,0.498,0.28,0.149,-11.026,76.078,0.189
Genius,R. Kelly,['sensual'],2Qb1aNRPDID4IAOWqgpgdq,hip-hop,0.51,0.697,0.514,0.124,-5.657,76.457,0.431
All the Rain,Charlotte Gainsbourg,['sensual'],4evvFWchXsAxLgXjSLRosV,chill,0.0511,0.762,0.735,0.123,-5.695,94.988,0.728
I Want to Be Loved By You,Sinéad O'Connor,['sensual'],7cDnXCytxSGGBgLpTOwY4L,jazz,0.636,0.52,0.336,0.302,-10.914,115.208,0.548
Careless Whisper,Tamia,['sensual'],4cVeBtjvvNHllJqXWapVHL,pop,0.0894,0.678,0.521,0.115,-7.677,76.548,0.479
Kto?,Nosowska,['sensual'],1EoJXi8IT0zzDhBiCiOkl9,alternative,0.285,0.26,0.288,0.655,-9.941,113.08,0.0973
Dynamit,Fisz Emade jako Tworzywo Sztuczne,['sensual'],74Ox41gSrLeak4NHfJWddN,hip-hop,0.195,0.32,0.5,0.555,-9.051,82.486,0.102
Witches! Witches! Rest Now In The Fire,Get Well Soon,['sensual'],7a6SaJ71Kwn1caXPAY3OsB,indie,0.1,0.413,0.674,0.0979,-7.643,141.995,0.26
Someday Is Tonight,Janet Jackson,['sensual'],4ijVfb64BvoN3ju3DlCc8v,pop,0.199,0.572,0.45,0.0497,-10.464,81.975,0.111
Lazy With Your Love,Keith Anderson,['sensual'],21Ag7DZtpQPQeTE08O6f01,country,0.333,0.562,0.528,0.0877,-6.376,152.025,0.403
Love,Sébastien Tellier,['sensual'],5ViVzWGQH8KXCeDMbqhB5D,indie,0.249,0.599,0.607,0.0866,-11.985,93.019,0.115
Cumhuriyet,Yalın,['sensual'],5juEMXjXqG2ktKoTgvrfCl,turkish,0.391,0.575,0.812,0.103,-6.056,87.96,0.868
On the Couch,Prince,['sensual'],0Y2nl5FBXqFOwduXQ3jndf,pop,0.657,0.655,0.337,0.181,-8.669,117.557,0.272
(Do You Get) Excited?,Roxette,['sensual'],1VXThXSlJDfst2CkNxvAz9,pop,0.0915,0.482,0.695,0.291,-5.927,172.583,0.457
Crazy Love,Paul Anka,['sensual'],26wq55AfmcRkpNoPYgp6oj,jazz,0.779,0.451,0.482,0.829,-9.69,98.783,0.629
With Me,De La Soul,"['sensual', 'slick']",4IBqfZBSZbNxuoPipRgF6a,hip-hop,0.00119,0.75,0.839,0.287,-9.706,114.993,0.376
Sonâmbulo,Céu,['sensual'],31hTmBIx9zCbumhQmrOthO,jazz,0.336,0.731,0.603,0.0829,-8.457,163.976,0.819
Live With Me,The Twilight Singers,['sensual'],263OuxXkWvXcnDFD9yKDiZ,rock,0.241,0.426,0.577,0.111,-8.939,124.991,0.0824
Sweet Memory,Tindersticks,['sensual'],4SmYmLmXcG968cZQo6Lndn,rock,0.916,0.39,0.167,0.154,-15.339,135.563,0.143
In A Sentimental Mood,Ella Fitzgerald,['sensual'],3MNxcdz3SFeMfX4KunRsjZ,jazz,0.988,0.33,0.0159,0.109,-21.167,71.022,0.22
Drunk,Kylie Minogue,['sensual'],1cPCwqWsauH30PtvlI85jB,alternative,0.0789,0.467,0.832,0.191,-7.712,139.975,0.153
It Would Be So Easy,Cassandra Wilson,"['sensual', 'nostalgic']",46OaxEzDhn6hOvESaDooZu,jazz,0.382,0.683,0.613,0.112,-11.541,88.042,0.788
At This Moment,Billy Vera & The Beaters,['sensual'],6LDRTOMCSx81hKXAk1LuHd,pop,0.864,0.578,0.286,0.168,-7.371,80.975,0.16
Love Scene (Ooh Baby),Janet Jackson,['sensual'],2fdHEhSzXmkcga9MQqFNJw,pop,0.145,0.574,0.527,0.119,-10.282,128.064,0.255
They,Goldmund,"['sensual', 'hypnotic', 'quiet']",2y2ltVJvih1pnDKKEF9Ofs,piano,0.967,0.431,0.0518,0.0888,-34.655,85.7,0.0956
Believing Makes It Easy,Shearwater,['sensual'],7BTjOakW6wxFMk0zV9O2CF,indie,0.584,0.764,0.578,0.117,-7.99,107.96,0.74
God Protect Your Soul,Ed Harcourt,['sensual'],6DS6kHFru4OOWD7fWDxApp,rock,0.135,0.61,0.534,0.208,-8.502,115.052,0.283
Piste.,Stella,['sensual'],2nWAYmsTPSpza7X5tY6ZrH,pop,0.287,0.549,0.848,0.0933,-4.245,127.375,0.373
Screen,Brad,"['sensual', 'brooding']",5MflRTeu8Igpts52FNkRYq,alternative,0.0665,0.419,0.525,0.0807,-9.738,124.023,0.143
Boys and Girls,Bryan Ferry,['sensual'],21pDyGWIblgpeDTi3SjP9q,rock,0.154,0.707,0.455,0.0793,-9.666,120.248,0.528
I Love you,Omar Faruk Tekbilek,['sensual'],31XYFVQ7dDOI27uph3YoCC,turkish,0.903,0.421,0.399,0.149,-10.641,80.106,0.396
Why Must We Wait Until Tonight,Tina Turner,['sensual'],06zhAbI8721iEjfdXMbxK7,pop,0.399,0.734,0.55,0.342,-12.691,89.75,0.672
Noche Cool,Belinda,['sensual'],7sS2LvPVb21cuXBnzsili9,pop,0.00384,0.634,0.978,0.934,-3.962,132,0.82
Believe,AFTA-1,"['sensual', 'spacey']",06tjsNODqM7LNfrQY6ctye,hip-hop,0.0273,0.699,0.291,0.15,-9.873,92.308,0.627
Suddenly,Soraya,['sensual'],7jGd2sMA4GjyYEwLz9QltX,pop,0.73,0.837,0.325,0.342,-15.836,118.35,0.759
Tell Me,Laleh,['sensual'],4Efd2luzzS9czW2rtpX1hZ,rock,0.0749,0.663,0.753,0.348,-7.49,79.997,0.613
U Must Be,Gina Rene,['sensual'],3J6SNH4hVi0QKO7htV9irY,soundtrack,0.273,0.469,0.807,0.119,-2.999,80.304,0.345
Valerie,Frida Hyvönen,['sensual'],7z6i8t4nfVa1OQ0fFhLN1e,piano,0.984,0.437,0.0911,0.115,-13.184,121.603,0.359
Come From Heaven,Alpha,['sensual'],2hoPrfMyIiTrmbV1t5EXoj,jazz,0.182,0.302,0.647,0.322,-12.288,153.515,0.67
Hands Up,TLC,['sensual'],6ynolYlug6ZWH2pW6TC9s0,pop,0.274,0.767,0.567,0.192,-7.501,101.915,0.727
I Remember That,Prefab Sprout,['sensual'],5zQ6HqsjLcqqYDFBh9w7nV,pop,0.372,0.678,0.445,0.376,-12.889,132.24,0.49
Line Of Fire,Tom McRae,['sensual'],6P1oeNsxibLFnSEdsb2neC,alternative,0.148,0.517,0.25,0.0917,-10.631,131.884,0.04
Time to Get Alone,The Beach Boys,['sensual'],0DfzyO0KAyJ2J8M2UGlw9F,rock,0.676,0.449,0.311,0.0942,-12.954,126.177,0.444
Peace Be Upon Us,Sheryl Crow,['sensual'],2AfPNF9abvvK855rpaXUiq,rock,0.122,0.729,0.589,0.232,-8.671,112.049,0.881
Lightning Strikes Twice,Saint Etienne,"['sensual', 'flashy']",2Mq2hgKbNOb87xISQ2brFn,pop,0.00662,0.618,0.899,0.111,-6.37,115.018,0.58
Strange Kind of Love,Peter Murphy,"['sensual', 'peaceful']",2vInkApeMMPyaMHD2PSp6J,rock,0.481,0.467,0.255,0.126,-16,127.739,0.205
Wonderful Life,Lara Fabian,['sensual'],2upYqIMQv40lLEzTDK8hSc,pop,0.789,0.631,0.474,0.0927,-7.299,108,0.334
Bounce Along,Wayne Wonder,['sensual'],6hDdz3s6TMHF6ohnCIa1z6,reggae,0.117,0.77,0.682,0.0396,-5.337,95.699,0.964
I Will,Usher,['sensual'],5fs0LHUu38cIGAGIYouP7L,hip-hop,0.0272,0.719,0.417,0.106,-5.114,58.006,0.752
Just Like Before,Seal,['sensual'],28zR9ZRyamn2KGJJDl36Ye,pop,0.00936,0.554,0.892,0.0954,-5.68,125.963,0.366
As Time Goes By,Rosemary Clooney,['sensual'],3kQksEDfOMxcRc3SS6PYks,jazz,0.755,0.503,0.129,0.137,-16.191,89.3,0.422
Greetings From Space,Amanda Jenssen,"['sensual', 'powerful']",0WjkthJeUz03ShQvb2nJeY,pop,0.264,0.249,0.441,0.143,-6.934,179.714,0.285
Amazing (Thin White Duke Edit),Seal,['sensual'],0vW1SkudMIjig5efIYj0Nv,pop,0.0257,0.554,0.82,0.171,-5.435,121.931,0.402
I Don't Mind,Ashanti,['sensual'],0NLvbYFBgRTkg1bYQMmp4h,pop,0.32,0.634,0.486,0.333,-9.614,62.328,0.211
Take 'Em Off,Craig David,['sensual'],3o4Zbl4evJZ9ikE1gPWRIU,pop,0.0733,0.679,0.57,0.278,-7.234,59.704,0.675
Saint,Texas,['sensual'],2TRDKUci4Wwtw8F4yjBHbo,pop,0.0705,0.577,0.734,0.133,-9.043,145.733,0.606
